Q61387	nortriptyline	Q47521959	Pamelor
Q20707624	Indacaterol/glycopyrrolate	Q29006616	Ultibro Breezhaler
Q20707624	Indacaterol/glycopyrrolate	Q29006618	Ulunar Breezhaler
Q20707624	Indacaterol/glycopyrrolate	Q29006699	Xoterna Breezhaler
Q20735709	L-carnitine	Q48828150	Carnitor
Q20801721	Salmon Calcitonin	Q29005878	Forcaltonin
Q20801721	Salmon Calcitonin	Q47521832	Miacalcin
Q20801721	Salmon Calcitonin	Q48828072	Fortical
Q20801761	Interferon Alfa-2a, Recombinant	Q29004412	Alpheon
Q20801762	Coagulation factor VIIa	Q29006234	Novoseven
Q20801765	Somatropin recombinant	Q29006242	Nutropinaq
Q20801765	Somatropin recombinant	Q29006269	Omnitrope
Q20801765	Somatropin recombinant	Q29006494	Somatropin Biopartners
Q20801765	Somatropin recombinant	Q29006627	Valtropin
Q20801767	Pegademase bovine	Q48828830	Adagen
Q20801774	Laronidase	Q29004403	Aldurazyme
Q20801779	Agalsidase beta	Q29005852	Fabrazyme
Q20801779	Agalsidase beta	Q29006425	Replagal
Q20816877	Thyrotropin Alfa	Q29006569	Thyrogen
Q20817139	iloprost	Q29006640	Ventavis
Q20817162	Sinecatechins	Q47522288	Veregen
Q5368263	Elvitegravir/cobicistat/emtricitabine/tenofovir disoproxil	Q29006513	Stribild
Q5370305	emedastine	Q29005784	Emadine
Q5373824	empagliflozin	Q29006055	Jardiance
Q5383794	Epoetin alfa	Q29004303	Abseamed
Q5383794	Epoetin alfa	Q29004899	Binocrit
Q5383794	Epoetin alfa	Q29005814	Epoetin Alfa Hexal
Q5383795	Epoetin beta	Q29006205	Neorecormon
Q5402585	Eteplirsen	Q47521587	Exondys
Q5404453	icosapent ethyl	Q47522271	Vascepa
Q5446672	fidaxomicin	Q29005721	Dificlir
Q5446672	fidaxomicin	Q47521483	Dificid
Q5460495	Florbetapir (18F)	Q29004826	Amyvid
Q5462632	flurandrenolide	Q47521402	Cordran
Q5462632	flurandrenolide	Q48828923	Nolix
Q5462791	fluocinonide	Q2297093	VANOS
Q5473324	fosaprepitant	Q29006043	Ivemend
Q5473363	fosphenytoin	Q47521338	Cerebyx
Q48566831	Cetirizine / Pseudoephedrine	Q48828082	Cetiri-D
Q48566831	Cetirizine / Pseudoephedrine	Q48829034	Aller-Tec D
Q48566831	Cetirizine / Pseudoephedrine	Q48829305	Wal Zyr D
Q50265665	Insulin	Q29004375	Actraphane
Q50265665	Insulin	Q29005996	Insulatard
Q50265665	Insulin	Q29005999	Insulin Human Winthrop
Q50265665	Insulin	Q29006003	Insuman
Q419953	topotecan	Q29006579	Topotecan Hospira
Q419953	topotecan	Q29006580	Topotecan Teva
Q420009	diazoxide	Q47522034	Proglycem
Q420035	sulfasalazine	Q47521232	Azulfidine
Q420035	sulfasalazine	Q48825954	Sulfazine
Q420056	Peginterferon alfa-2a	Q29006321	Pegasys
Q420077	lacosamide	Q29006650	Vimpat
Q420164	alemtuzumab	Q29006120	Lemtrada
Q420164	alemtuzumab	Q29006154	Mabcampath
Q420207	capecitabine	Q29004946	Capecitabine Accord
Q420207	capecitabine	Q29004947	Capecitabine Medac
Q420207	capecitabine	Q29004949	Capecitabine Sun
Q420207	capecitabine	Q29004950	Capecitabine Teva
Q420207	capecitabine	Q29005760	Ecansya
Q420207	capecitabine	Q29006685	Xeloda
Q420262	rivaroxaban	Q29006683	Xarelto
Q420296	cetuximab	Q29005818	Erbitux
Q420305	Ustekinumab	Q29006509	Stelara
Q420323	lapatinib	Q29006615	Tyverb
Q420323	lapatinib	Q47522242	Tykerb
Q420360	phentolamine	Q47521942	OraVerse
Q420364	penciclovir	Q47521450	Denavir
Q420383	primidone	Q47521863	Mysoline
Q420387	foscarnet	Q47521633	Foscavir
Q420394	sucralfate	Q47521314	Carafate
Q420436	docetaxel	Q29005727	Docetaxel Mylan
Q420542	ticagrelor	Q29004920	Brilique
Q420542	ticagrelor	Q29006349	Possia
Q420542	ticagrelor	Q47521276	Brilinta
Q420553	mycophenolic acid	Q47521858	Myfortic
Q420590	ropinirol	Q47522078	Requip
Q420595	tigecycline	Q29006612	Tygacil
Q420626	glyburide	Q47521474	Diabeta
Q420626	glyburide	Q47521660	Glynase
Q420644	felodipine	Q48828894	Plendil
Q420685	rasagiline	Q29004877	Azilect
Q420685	rasagiline	Q29006398	Rasagiline Ratiopharm
Q420857	sugammadex sodium	Q29004919	Bridion
Q420864	oxymetholone	Q47521046	Anadrol-50
Q420875	Caspofungin	Q29004944	Cancidas
Q420984	silver sulfadiazine	Q47522128	SSD
Q420984	silver sulfadiazine	Q48826494	Thermazene
Q420984	silver sulfadiazine	Q48829322	Silvadene
Q421042	vildagliptin	Q29005893	Galvus
Q421042	vildagliptin	Q29006051	Jalra
Q421042	vildagliptin	Q29006696	Xiliarx
Q421052	everolimus	Q28890051	Afinitor
Q421052	everolimus	Q29006671	Votubia
Q421052	everolimus	Q47522358	Zortress
Q421072	pyrimethamine	Q47521437	Daraprim
Q421094	hydroxychloroquine	Q47521999	Plaquenil
Q421095	metoclopramide	Q47522070	Reglan
Q421136	sorafenib	Q29006218	Nexavar
Q421156	olmesartan	Q47521247	Benicar
Q421193	podofilox	Q47521397	Condylox
Q421218	fondaparinux sodium	Q29004851	Arixtra
Q421218	fondaparinux sodium	Q29006388	Quixidar
Q421230	auranofin	Q47522089	Ridaura
Q421239	D-penicillamine	Q47521422	Cuprimine
Q421239	D-penicillamine	Q47521454	Depen
Q421274	dantrolene	Q47522085	Revonto
Q421274	dantrolene	Q47522105	Ryanodex
Q421274	dantrolene	Q48828968	Dantrium
Q421301	felbamate	Q47521597	Felbatol
Q421304	pramipexole	Q47521840	Mirapex
Q421315	naratriptan	Q47521028	Amerge
Q421336	dihydroergotamine	Q47521434	DHE-45
Q421336	dihydroergotamine	Q47521837	Migranal
Q421352	norethindrone	Q47521225	Aygestin
Q421352	norethindrone	Q47521907	Norlyroc
Q421369	maraviroc	Q29004961	Celsentri
Q421369	maraviroc	Q47522120	Selzentry
Q421381	flecainide	Q48825986	Tambocor
Q421429	nimodipine	Q47521922	Nymalize
Q421534	asparaginase	Q29006500	Spectrila
Q421547	rilpivirine	Q29005767	Edurant
Q421552	raltegravir	Q29006037	Isentress
Q421567	ethosuximide	Q47522336	Zarontin
Q421617	eculizumab	Q29006491	Soliris
Q421663	vigabatrin	Q47522108	Sabril
Q421713	ceftriaxone	Q48826362	Rocephin
Q421768	methyltestosterone	Q47521823	Methitest
Q421768	methyltestosterone	Q47522195	Testred
Q421768	methyltestosterone	Q48826035	Android
Q421862	ribavirin	Q29005673	Cotronak
Q421862	ribavirin	Q29006408	Rebetol
Q421862	ribavirin	Q29006439	Ribavirin Biopartners
Q421862	ribavirin	Q29006440	Ribavirin Mylan
Q421862	ribavirin	Q29006441	Ribavirin Teva
Q421862	ribavirin	Q29006443	Ribavirin Teva Pharma B.v.
Q421862	ribavirin	Q47521401	Copegus
Q421862	ribavirin	Q47522301	Virazole
Q421862	ribavirin	Q48826179	Ribasphere
Q421862	ribavirin	Q48826336	Moderiba
Q421862	ribavirin	Q48828886	RibaTab
Q421910	phenylephrine	Q47522275	Vazculep
Q2736135	telithromycin	Q29006081	Ketek
Q2736135	telithromycin	Q29006133	Levviax
Q2736402	demeclocycline	Q47521447	Declomycin
Q2736873	alfuzosin	Q47520998	UroXatral
Q2740966	elvitegravir	Q29006660	Vitekta
Q2754775	Insulin Aspart	Q29005866	Fiasp
Q2754775	Insulin Aspart	Q29006230	Novomix
Q2754775	Insulin Aspart	Q29006232	Novorapid
Q2858961	apremilast	Q29006301	Otezla
Q2869808	Emtricitabine/tenofovir/efavirenz	Q29004860	Atripla
Q2873270	avanafil	Q29006501	Spedra
Q2873270	avanafil	Q47522151	Stendra
Q2919537	Alglucosidase alfa	Q29006196	Myozyme
Q2924764	brexpiprazole	Q47522086	Rexulti
Q2928948	butoconazole	Q47521673	Gynazole-1
Q2938837	cariprazine	Q47522308	Vraylar
Q2943789	nitazoxanide	Q47521001	Alinia
Q2964133	chloroprocaine	Q47521382	Clorotekal
Q2964133	chloroprocaine	Q47521889	Nesacaine
Q421930	mirtazapine	Q47522073	Remeron
Q421937	hydroxyzine	Q47521697	Atarax
Q421937	hydroxyzine	Q48826063	Vistaril
Q422185	enalapril	Q47521555	Epaned
Q422185	enalapril	Q47522273	Vasotec
Q422188	spironolactone	Q47520994	Aldactone
Q422194	mebendazole	Q47521547	Emverm
Q422194	mebendazole	Q48829272	Vermox
Q422198	amprenavir	Q29004396	Agenerase
Q422210	omeprazole	Q47521931	Prilosec
Q422210	omeprazole	Q48826303	Omesec
Q422222	digoxin	Q47521755	Lanoxin
Q422222	digoxin	Q48826409	Digox
Q422222	digoxin	Q48829282	Digitek
Q422226	dapsone	Q47520963	Aczone
Q422229	diltiazem	Q47521487	Tiadylt
Q422229	diltiazem	Q47521488	Matzim
Q422229	diltiazem	Q48826006	Diltzac
Q422229	diltiazem	Q48826030	Tiazac
Q422229	diltiazem	Q48826310	Taztia
Q422229	diltiazem	Q48826328	Dilt
Q422229	diltiazem	Q48826449	Cardizem
Q422229	diltiazem	Q48828866	Dilacor
Q422229	diltiazem	Q48829292	Cartia
Q422232	methotrexate	Q29006226	Nordimet
Q422232	methotrexate	Q47521949	Otrexup
Q422232	methotrexate	Q47522087	Rheumatrex
Q422232	methotrexate	Q47522224	Trexall
Q422232	methotrexate	Q47522318	Xatmep
Q422232	methotrexate	Q48828089	Rasuvo
Q422244	fluoxetine	Q47521622	Prozac
Q422244	fluoxetine	Q47521623	Sarafem
Q422252	dexamethasone	Q10578714	Q10578714
Q422252	dexamethasone	Q29006204	Neofordex
Q422252	dexamethasone	Q29006304	Ozurdex
Q422252	dexamethasone	Q47521239	Baycadron
Q422324	Brentuximab vedotin	Q29004381	Adcetris
Q422327	oxaliplatin	Q47521542	ELOXATIN
Q422438	chloroquine	Q48826066	Aralen Phosphate
Q422482	gentamicin	Q47521648	Gentak
Q422604	emtricitabine	Q29005792	Emtriva
Q422606	didanosine	Q48826164	Videx
Q422606	didanosine	Q48826476	Videx EC
Q422618	ritonavir	Q29006228	Norvir
Q422631	lamivudine	Q29005812	Epivir
Q422631	lamivudine	Q29006104	Lamivudine Teva
Q422631	lamivudine	Q29006106	Lamivudine Teva Pharma B.v.
Q422631	lamivudine	Q29006724	Zeffix
Q422631	lamivudine	Q47521559	Epivir HBV
Q422645	efavirenz	Q29005768	Efavirenz Teva
Q422645	efavirenz	Q29006511	Stocrin
Q422645	efavirenz	Q29006517	Sustiva
Q422652	rifampicin	Q47522090	Rifadin
Q422654	saquinavir	Q29005882	Fortovase
Q422654	saquinavir	Q29006017	Invirase
Q422665	trimethoprim	Q47522025	Primsol
Q422669	nitrofurantoin	Q47521640	Furadantin
Q422669	nitrofurantoin	Q47521801	Macrodantin
Q422740	propofol	Q47521492	Diprivan
Q3011604	dabrafenib	Q29006525	Tafinlar
Q3077133	teriflunomide	Q29004862	Aubagio
Q3088229	rasburicase	Q29005859	Fasturtec
Q3108899	glipizide	Q47521654	Glucotrol
Q3121121	saxagliptin	Q29006275	Onglyza
Q3151081	filgrastim	Q29004367	Accofil
Q3151081	filgrastim	Q29004901	Biograstim
Q3151081	filgrastim	Q29005867	Filgrastim Hexal
Q3151081	filgrastim	Q29005869	Filgrastim Ratiopharm
Q3151081	filgrastim	Q29005918	Grastofil
Q3151081	filgrastim	Q29006223	Nivestim
Q3151081	filgrastim	Q29006403	Ratiograstim
Q3151081	filgrastim	Q29006561	Tevagrastim
Q3151081	filgrastim	Q29006718	Zarzio
Q3271949	Lepirudin	Q29006411	Refludan
Q3294630	chlorzoxazone	Q47521787	Lorzone
Q3294630	chlorzoxazone	Q47521963	Parafon Forte DSC
Q3294635	Colestipol	Q47521388	Colestid
Q3306175	Mepolizumab	Q29006238	Nucala
Q3315722	Mipomersen	Q29006100	Kynamro
Q3342150	nisoldipine	Q47522159	Sular
Q3359058	oxiconazole	Q47521952	Oxistat
Q3378713	Phentermine/topiramate	Q29006384	Qsiva
Q3378713	Phentermine/topiramate	Q48829244	Qsymia
Q3470652	samarium sm-153 lexidronam pentasodium	Q29006386	Quadramet
Q3479994	sertaconazole	Q47521562	Ertaczo
Q50265665	Insulin	Q29006181	Mixtard
Q50265665	Insulin	Q29006184	Monotard
Q50265665	Insulin	Q29006376	Protaphane
Q50265665	Insulin	Q29006492	Solumarv
Q50265665	Insulin	Q29006617	Ultratard
Q50265665	Insulin	Q29006637	Velosulin
Q50265665	Insulin	Q47520983	Afrezza
Q50265665	Insulin	Q47521687	Humulin R
Q2154494	riociguat	Q29004385	Adempas
Q2166700	fluticasone furoate	Q29004406	Alisade
Q2166700	fluticasone furoate	Q29004866	Avamys
Q2178381	Darbepoetin alfa	Q29004837	Aranesp
Q2178381	Darbepoetin alfa	Q29006209	Nespo
Q2193376	travoprost	Q29006048	Izba
Q2193376	travoprost	Q29006591	Travatan
Q2195393	Vinflunine	Q29006057	Javlor
Q2195995	repaglinide	Q29005808	Enyglid
Q2195995	repaglinide	Q29006231	Novonorm
Q2195995	repaglinide	Q29006356	Prandin
Q2195995	repaglinide	Q29006420	Repaglinide Accord
Q2195995	repaglinide	Q29006422	Repaglinide Krka
Q2195995	repaglinide	Q29006423	Repaglinide Teva
Q2211523	safinamide	Q29006677	Xadago
Q2212643	Ocriplasmin	Q29006059	Jetrea
Q2254797	nateglinide	Q29006507	Starlix
Q2254797	nateglinide	Q29006592	Trazec
Q2291605	moexipril	Q47522255	Univasc
Q2295855	eptifibatide	Q29005817	Eptifibatide Accord
Q2295855	eptifibatide	Q29006005	Integrilin
Q2298283	melphalan	Q47521003	Alkeran
Q2298283	melphalan	Q48829015	Evomela
Q2313188	Becaplermin	Q29005898	Gemesis
Q2313188	Becaplermin	Q29006412	Regranex
Q2353907	cefoxitin	Q47521330	Mefoxin
Q2357007	fenoldopam	Q48828874	Corlopam
Q2359590	trifluridine	Q47522302	Viroptic
Q2359690	prochlorperazine	Q47521395	Compazine
Q2359690	prochlorperazine	Q48829193	Compro
Q2365493	esketamine	Q61983705	Spravato
Q2392530	sulconazole	Q47521586	Exelderm
Q2393348	bimatoprost	Q29006146	Lumigan
Q2393348	bimatoprost	Q47521757	Latisse
Q62416083	conjugated estriol	Q28208909	Progynon
Q62416083	conjugated estriol	Q28209565	Emmenin
Q78151521	follitropin beta	Q29005864	Fertavid
Q78151521	follitropin beta	Q29006381	Puregon
Q2412859	Tenofovir/emtricitabine	Q29005790	Emtricitabine / Tenofovir Disoproxil Mylan
Q2412859	Tenofovir/emtricitabine	Q29005791	Emtricitabine/tenofovir Disoproxil Zentiva
Q2412859	Tenofovir/emtricitabine	Q29006607	Truvada
Q2419445	desvenlafaxine	Q47521465	Pristiq
Q2419445	desvenlafaxine	Q47521466	Khedezla
Q2450337	interferon beta-1a	Q29004873	Avonex
Q2450337	interferon beta-1a	Q29006409	Rebif
Q2459042	ipilimumab	Q29006706	Yervoy
Q2465218	etodolac	Q47521779	Lodine
Q2487682	bromfenac	Q47521277	Bromday
Q2487682	bromfenac	Q47521279	Bromsite
Q2487682	bromfenac	Q47522035	Prolensa
Q2502747	sofosbuvir	Q29006498	Sovaldi
Q2526479	Liraglutide	Q29006467	Saxenda
Q2526479	Liraglutide	Q29006645	Victoza
Q2552927	cefepime	Q47521328	Maxipime
Q2603363	chlorothiazide	Q47521351	Diuril
Q2620206	Imiglucerase	Q29004967	Cerezyme
Q2637746	trabectedin	Q29006707	Yondelis
Q2662662	dicyclomine	Q47521249	Bentyl
Q2697833	Abatacept	Q29006289	Orencia
Q5508491	Fulvestrant	Q29005857	Faslodex
Q5516411	Gadofosveset trisodium	Q29003636	Ablavar
Q5516432	gadoversetamide	Q29006284	Optimark
Q5572516	Glybera	Q29005911	Glybera
Q5613599	guanfacine	Q29006012	Intuniv
Q5613599	guanfacine	Q47521672	Tenex
Q5731700	hepatitis B immune globulin	Q29005971	Immunogam
Q5731700	hepatitis B immune globulin	Q29006760	Zutectra
Q47146337	alcohol	Q154	alcoholic beverage
Q5871149	histrelin	Q47522163	Supprelin
Q5871149	histrelin	Q47522269	Vantas
Q5897556	Iron Dextran	Q47521712	InFed
Q5908266	idelalisib	Q29006763	Zydelig
Q5984881	ibrutinib	Q29005968	Imbruvica
Q6042242	Insulin Glulisine	Q29004832	Apidra
Q6079042	isavuconazole	Q29005676	Cresemba
Q6095693	ivacaftor	Q29006068	Kalydeco
Q6457467	LCZ696	Q29005800	Entresto
Q6457467	LCZ696	Q29006207	Neparvis
Q6482030	Lamivudine/zidovudine	Q29005653	Combivir
Q6482030	Lamivudine/zidovudine	Q29006107	Lamivudine/zidovudine Teva
Q6523413	lenvatinib	Q29006121	Lenvima
Q6535779	levomilnacipran	Q47521608	Fetzima
Q6558704	lisdexamfetamine	Q47522310	Vyvanse
Q6666510	lodoxamide	Q48829073	Alomide
Q6695342	lubiprostone	Q47521034	Amitiza
Q6724151	macitentan	Q29006283	Opsumit
Q6804390	Mecasermin	Q29005980	Increlex
Q20817270	Ferric Carboxymaltose	Q47521715	Injectafer
Q20817271	Epoetin Zeta	Q29006429	Retacrit
Q20817271	Epoetin Zeta	Q29006480	Silapo
Q20817286	Follitropin Alpha	Q29004885	Bemfola
Q20817286	Follitropin Alpha	Q29005914	Gonal-f
Q7334300	Rilonacept	Q29006445	Rilonacept Regeneron
Q7334443	Rimexolone	Q47522294	Vexol
Q7363205	romidepsin	Q29006038	Istodax
Q7376558	rucaparib	Q47522104	Rubraca
Q7383611	ruxolitinib	Q47521730	Jakafi
Q7444755	Secukinumab	Q29005670	Cosentyx
Q7517689	simeprevir	Q29006263	Olysio
Q7531599	Sitagliptin/metformin	Q29005771	Efficib
Q7531599	Sitagliptin/metformin	Q29006052	Janumet
Q7531599	Sitagliptin/metformin	Q29006451	Ristfor
Q7531599	Sitagliptin/metformin	Q29006636	Velmetia
Q7553347	sodium oxybate	Q29006703	Xyrem
Q7553358	sodium phenylbutyrate	Q29004825	Ammonaps
Q7553358	sodium phenylbutyrate	Q29006334	Pheburane
Q7597226	carbidopa / levodopa / entacapone	Q29005668	Corbilta
Q7597226	carbidopa / levodopa / entacapone	Q29006132	Levodopa/carbidopa/entacapone Orion
Q7597226	carbidopa / levodopa / entacapone	Q29006505	Stalevo
Q7650517	suvorexant	Q47521243	Belsomra
Q7679506	taliglucerase alfa	Q29005778	Elelyso
Q7679524	Talimogene laherparepvec	Q29005969	Imlygic
Q7687250	tasimelteon	Q29005932	Hetlioz
Q7692232	Technetium (99mTc) tilmanocept	Q29006150	Lymphoseek
Q7694156	teduglutide	Q29006432	Revestive
Q7694156	teduglutide	Q48826242	Gattex
Q7695658	telavancin	Q29006644	Vibativ
Q7697766	Telmisartan/hydrochlorothiazide	Q29004373	Actelsar Hct
Q7697766	Telmisartan/hydrochlorothiazide	Q29006087	Kinzalkomb
Q7697766	Telmisartan/hydrochlorothiazide	Q29006174	Micardisplus
Q7697766	Telmisartan/hydrochlorothiazide	Q29006370	Pritorplus
Q7697766	Telmisartan/hydrochlorothiazide	Q29006574	Tolucombi
Q7698204	Temoporfin	Q29005887	Foscan
Q7699074	temsirolimus	Q29006582	Torisel
Q7833138	trametinib	Q29006164	Mekinist
Q7842199	trimethobenzamide	Q47522203	Tigan
Q7912593	Valrubicin	Q47522266	Valstar
Q7914515	vandetanib	Q29004953	Caprelsa
Q7918002	Vedolizumab	Q29005802	Entyvio
Q7941753	vorapaxar	Q29006755	Zontivity
Q25098930	Aclidinium/formoterol	Q29004922	Brimica Genuair
Q25098930	Aclidinium/formoterol	Q29005736	Duaklir Genuair
Q25105466	nusinersen	Q47522146	Spinraza
Q25110523	velpatasvir/sofosbuvir	Q29005810	Epclusa
Q25323757	Aripiprazole lauroxil	Q47521188	Aristada
Q25326660	Niraparib	Q47522338	Zejula
Q27032359	doxorubicin hydrochloride	Q29004943	Caelyx
Q27032359	doxorubicin hydrochloride	Q29006195	Myocet
Q48566660	Epinephrine / Lidocaine	Q48828139	Lignospan
Q48566660	Epinephrine / Lidocaine	Q48829299	Xylocaine with Epinephrine
Q48566664	fexofenadine / Pseudoephedrine	Q48828838	Wal-Fex D
Q48566668	Cyclopentolate / Phenylephrine	Q48828326	Cyclomydril
Q48566670	Benzoyl Peroxide / Clindamycin	Q48829336	Neuac
Q48566674	Bupivacaine / Epinephrine	Q48829302	Marcaine with Epinephrine
Q48566700	Hydrochlorothiazide / Lisinopril	Q48828275	Zestoretic
Q48566702	Hydrocortisone / Neomycin / Polymyxin B	Q48828174	Oticin HC
Q48566702	Hydrocortisone / Neomycin / Polymyxin B	Q48829004	Drotic
Q48566706	Ciprofloxacin / Hydrocortisone	Q48829091	Cipro HC
Q48566708	Hydrocortisone / pramoxine	Q48829257	PramCort
Q48566710	Aspirin / Oxycodone	Q48829044	Percodan Reformulated May 2009
Q48566715	Benzoyl Peroxide / Erythromycin	Q48828123	Aktipak
Q48566715	Benzoyl Peroxide / Erythromycin	Q48828184	Benzamycin
Q48566731	dolutegravir / Rilpivirine	Q48828961	Juluca
Q48566734	ertugliflozin / sitagliptin	Q48828146	Steglujan
Q48566747	acetaminophen / butalbital / caffeine	Q5451187	Fioricet
Q48566747	acetaminophen / butalbital / caffeine	Q48828101	Alagesic
Q48566747	acetaminophen / butalbital / caffeine	Q48828303	Esgic
Q48566747	acetaminophen / butalbital / caffeine	Q48828333	Vanatol
Q48566747	acetaminophen / butalbital / caffeine	Q48829018	Zebutal
Q48566747	acetaminophen / butalbital / caffeine	Q48829031	Phrenilin Forte
Q48566747	acetaminophen / butalbital / caffeine	Q48829104	Capacet
Q48566747	acetaminophen / butalbital / caffeine	Q48829148	Margesic
Q48566747	acetaminophen / butalbital / caffeine	Q48829238	Repan
Q48566749	Acetaminophen / Hydrocodone	Q48828036	Vicodin
Q48566749	Acetaminophen / Hydrocodone	Q48828207	Lorcet
Q48566749	Acetaminophen / Hydrocodone	Q48828821	Hy-Phen
Q48566749	Acetaminophen / Hydrocodone	Q48829367	Norco
Q48566756	Hydrocodone / Ibuprofen	Q48828093	Xylon
Q48566756	Hydrocodone / Ibuprofen	Q48828131	Ibudone
Q48566765	ertugliflozin / Metformin	Q48828836	Segluromet
Q48566776	Ethinyl Estradiol / Norethindrone	Q48828955	Fyavolv
Q48566776	Ethinyl Estradiol / Norethindrone	Q48829096	Femhrt
Q48566794	levothyroxine / liothyronine	Q48828910	Thyrolar
Q48566803	Acetaminophen / Oxycodone	Q48828176	Endocet
Q48566803	Acetaminophen / Oxycodone	Q48829115	Percocet
Q48566803	Acetaminophen / Oxycodone	Q48829250	Roxicet
Q28859622	darunavir / cobicistat	Q29006437	Rezolsta
Q28859623	emtricitabine / tenofovir alafenamide	Q29005711	Descovy
Q28859624	metformin / saxagliptin	Q29006095	Komboglyze
Q28859624	metformin / saxagliptin	Q48828972	Kombiglyze
Q28859628	bimatoprost / timolol	Q29005895	Ganfort
Q28859630	fluticasone furoate / vilanterol trifenatate	Q29006433	Revinty Ellipta
Q28859632	fenofibrate / pravastatin	Q29006357	Pravafenix
Q28859633	pioglitazone / glimepiride	Q29006531	Tandemact
Q28859634	amlodipine / valsartan / hydrochlorothiazide	Q29005666	Copalia Hct
Q28859634	amlodipine / valsartan / hydrochlorothiazide	Q29005692	Dafiro Hct
Q28859634	amlodipine / valsartan / hydrochlorothiazide	Q29005841	Exforge Hct
Q28859634	amlodipine / valsartan / hydrochlorothiazide	Q29005976	Imprida Hct
Q28859635	travoprost / timolol	Q29005749	Duotrav
Q28859636	alogliptin / pioglitazone	Q29005981	Incresync
Q28859653	lamivudine / raltegravir	Q29005750	Dutrebis
Q28859656	elvitegravir / cobicistat / emtricitabine / tenofovir alafenamide	Q29005900	Genvoya
Q28859657	aliskiren / hydrochlorothiazide	Q29006401	Rasilez Hct
Q28859657	aliskiren / hydrochlorothiazide	Q29006503	Sprimeo Hct
Q28859658	insulin aspart / insulin degludec	Q29006462	Ryzodeg
Q28859659	telmisartan / amlodipine	Q29006272	Onduarp
Q28859659	telmisartan / amlodipine	Q29006610	Twynsta
Q28859737	japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated)	Q29006047	Ixiaro
Q28859738	hepatitis b virus hbsag surface protein antigen	Q29005860	Fendrix
Q28859738	hepatitis b virus hbsag surface protein antigen	Q29005923	Hbvaxpro
Q28859738	hepatitis b virus hbsag surface protein antigen	Q29005928	Hepacare
Q28859739	coagulation factor ix human	Q29006225	Nonafact
Q28859740	coagulation factor x human	Q29005649	Coagadex
Q28859741	varicella-zoster virus strain oka/merck live antigen	Q29006757	Zostavax
Q28859742	albutrepenonacog alfa	Q29005954	Idelvion
Q47495783	(−)-selegiline	Q5374814	Emsam
Q47495783	(−)-selegiline	Q47521533	Eldepryl
Q47495783	(−)-selegiline	Q47522339	Zelapar
Q47495791	levofloxacin hemihydrate	Q47521762	Levaquin
Q48561426	Acetaminophen / butalbital	Q48828209	Phrenilin
Q48561426	Acetaminophen / butalbital	Q48829343	Tencon
Q48563713	Levonordefrin / Mepivacaine	Q48828321	Scandonest L
Q48563713	Levonordefrin / Mepivacaine	Q48829370	Carbocaine with NeoCobefrin
Q48566624	Codeine / Pseudoephedrine / Triprolidine	Q48828075	Pseudodine C
Q48566629	Aspirin / butalbital / Caffeine / Codeine	Q48828641	Fiorinal with Codeine
Q48566629	Aspirin / butalbital / Caffeine / Codeine	Q48828980	Ascomp
Q48566631	Dexamethasone / Neomycin / Polymyxin B	Q48829080	Poly-Dex
Q48566633	isoniazid / Rifampin	Q48828218	IsonaRif
Q48566634	Articaine / Epinephrine	Q48828032	Zorcaine
Q48566634	Articaine / Epinephrine	Q48828306	Septocaine
Q48566641	Clindamycin / Tretinoin	Q48828195	Veltin
Q48566647	Acetaminophen / Caffeine / dihydrocodeine	Q48828983	Panlor Reformulated Jan 2018
Q48566649	Loratadine / Pseudoephedrine	Q48828329	Claritin-D
Q48566649	Loratadine / Pseudoephedrine	Q48828987	Alavert D
Q48566649	Loratadine / Pseudoephedrine	Q48829232	Wal-itin D
Q20817286	Follitropin Alpha	Q29006302	Ovaleap
Q20948663	ixazomib	Q29006222	Ninlaro
Q20973563	Ceftazidime/avibactam	Q29006721	Zavicefta
Q21011224	eliglustat	Q29004966	Cerdelga
Q21011225	efinaconazole	Q47521733	Jublia
Q21011226	tavaborole	Q48826188	Kerydin
Q21011227	tedizolid phosphate	Q29006490	Sivextro
Q21011228	dulaglutide	Q29006606	Trulicity
Q21011232	Elosulfase alfa	Q29006649	Vimizim
Q21011233	ceritinib	Q29006764	Zykadia
Q21011234	edoxaban	Q47522113	Savaysa
Q48566816	Guaifenesin / Hydrocodone	Q48829334	Flowtuss
Q27121179	cinacalcet hydrochloride	Q29005606	Cinacalcet Mylan
Q27121179	cinacalcet hydrochloride	Q29006176	Mimpara
Q27275398	sodium ferric gluconate complex	Q47521607	Ferrlecit
Q27888379	iron sucrose	Q47522281	Venofer
Q47495792	Ferumoxides	Q47521606	Feraheme
Q169960	oxytocin	Q47521996	Pitocin
Q179996	(RS)-methadone	Q47521493	Diskets
Q179996	(RS)-methadone	Q47521821	Methadose
Q179996	(RS)-methadone	Q48832124	Dolophine
Q410011	ondansetron	Q47522352	Zofran
Q410011	ondansetron	Q47522362	Zuplenz
Q411347	(RS)-amlodipine	Q47521035	Norvasc
Q411447	DL-ofloxacin	Q47521927	Ocuflox
Q411447	DL-ofloxacin	Q47521929	Floxin
Q422806	(RS)-bupivacaine	Q47521288	Marcaine
Q422806	(RS)-bupivacaine	Q48828797	Sensorcaine
Q423364	propranolol	Q47521709	Inderal
Q423364	propranolol	Q48825946	InnoPran
Q423364	propranolol	Q48826239	Hemangeol
